vocabulary,ni,occurrences
"r$2.550,98",1,"[['64', 2]]"
"r$2.559,00",1,"[['64', 3]]"
r$2.599,1,"[['8', 1]]"
"r$2.599,00",1,"[['8', 1]]"
"r$2.639,00",1,"[['64', 10]]"
"r$2.658,67",1,"[['2', 3]]"
"r$2.699,90",1,"[['60', 1]]"
"r$2.799,90",1,"[['60', 1]]"
"r$2.856,04",1,"[['64', 4]]"
r$2.898,1,"[['8', 1]]"
"r$2.898,00",1,"[['8', 1]]"
"r$2.946,90",1,"[['64', 2]]"
"r$2.999,00",1,"[['64', 8]]"
r$20,1,"[['1', 1]]"
"r$20,55",1,"[['7', 1]]"
"r$200,00",1,"[['7', 1]]"
"r$200,98",1,"[['2', 1]]"
"r$201,87",1,"[['2', 1]]"
"r$203,04",1,"[['2', 1]]"
r$209,1,"[['1', 1]]"
"r$209,00",1,"[['1', 1]]"
r$21,1,"[['2', 1]]"
"r$210,72",1,"[['23', 1]]"
"r$210,78",1,"[['22', 1]]"
"r$22,13",1,"[['22', 1]]"
"r$221,31",1,"[['4', 1]]"
"r$221,82",1,"[['24', 1]]"
"r$224,65",1,"[['3', 1]]"
"r$225,00",1,"[['7', 1]]"
"r$229,90",1,"[['60', 1]]"
r$23,1,"[['2', 1]]"
"r$23,99",1,"[['2', 1]]"
r$24,1,"[['2', 1]]"
"r$24,80",1,"[['8', 1]]"
"r$24,88",1,"[['8', 1]]"
"r$24,97",1,"[['8', 1]]"
r$247,1,"[['2', 1]]"
r$249,1,"[['2', 1]]"
"r$249,80",1,"[['2', 1]]"
r$25,2,"[['1', 1], ['2', 2]]"
"r$25,80",1,"[['8', 1]]"
"r$25,95",1,"[['2', 1]]"
"r$252,89",1,"[['4', 1]]"
"r$256,73",1,"[['3', 1]]"
"r$257,16",1,"[['7', 1]]"
"r$257,93",1,"[['22', 1]]"
"r$259,90",1,"[['8', 1]]"
"r$26,40",1,"[['2', 1]]"
"r$26,90",1,"[['2', 2]]"
"r$261,95",1,"[['22', 2]]"
"r$265,18",1,"[['22', 1]]"
"r$265,26",1,"[['22', 1]]"
"r$266,01",1,"[['22', 1]]"
"r$267,66",1,"[['22', 1]]"
"r$269,09",1,"[['22', 1]]"
"r$27,49",1,"[['4', 1]]"
"r$27,79",1,"[['7', 2]]"
"r$27,99",2,"[['3', 1], ['7', 1]]"
"r$270,07",1,"[['22', 1]]"
"r$270,90",1,"[['22', 1]]"
"r$277,22",1,"[['22', 1]]"
r$279,1,"[['2', 1]]"
"r$28,90",1,"[['2', 2]]"
"r$289,80",1,"[['8', 1]]"
"r$29,00",1,"[['2', 1]]"
"r$29,90",1,"[['7', 1]]"
"r$293,39",1,"[['22', 1]]"
"r$295,04",1,"[['4', 1]]"
"r$297,50",2,"[['3', 2], ['4', 2]]"
"r$299,15",1,"[['2', 1]]"
"r$299,54",1,"[['3', 1]]"
"r$299,79",1,"[['22', 1]]"
r$3,2,"[['22', 10], ['24', 2]]"
r$3.193,1,"[['2', 1]]"
"r$3.199,00",1,"[['60', 1]]"
"r$3.219,00",1,"[['60', 1]]"
r$3.388,1,"[['9', 1]]"
"r$3.388,07",1,"[['9', 2]]"
"r$3.444,33",1,"[['60', 1]]"
r$3.499,1,"[['2', 1]]"
"r$3.555,44",1,"[['60', 1]]"
r$3.899,1,"[['9', 1]]"
"r$3.899,90",1,"[['9', 2]]"
"r$3.999,89",1,"[['60', 1]]"
"r$30,90",1,"[['2', 1]]"
r$300,2,"[['2', 2], ['8', 2]]"
"r$300,00",1,"[['7', 1]]"
"r$314,50",1,"[['7', 2]]"
"r$316,17",1,"[['22', 1]]"
"r$329,90",1,"[['60', 1]]"
"r$33,29",3,"[['3', 1], ['4', 1], ['7', 1]]"
"r$332,53",1,"[['20', 1]]"
"r$336,00",1,"[['75', 4]]"
r$34,1,"[['2', 1]]"
r$35,1,"[['2', 1]]"
"r$35,94",1,"[['20', 1]]"
"r$352,82",1,"[['60', 1]]"
"r$353,55",1,"[['22', 2]]"
"r$354,03",1,"[['4', 1]]"
"r$359,43",1,"[['3', 1]]"
"r$360,00",1,"[['7', 1]]"
"r$385,69",1,"[['22', 1]]"
"r$39,20",1,"[['3', 1]]"
r$4,1,"[['22', 8]]"
"r$4.198,90",1,"[['64', 2]]"
"r$4.341,90",1,"[['60', 1]]"
"r$4.369,90",1,"[['60', 1]]"
"r$4.399,90",1,"[['64', 2]]"
"r$4.618,90",1,"[['64', 2]]"
"r$4.650,16",1,"[['64', 4]]"
"r$4.789,99",1,"[['9', 1]]"
"r$4.999,00",1,"[['64', 3]]"
"r$412,63",1,"[['22', 2]]"
"r$413,53",1,"[['22', 1]]"
"r$429,00",1,"[['75', 2]]"
"r$43,77",1,"[['75', 1]]"
"r$438,20",1,"[['22', 1]]"
r$44,1,"[['2', 1]]"
"r$44,32",1,"[['20', 1]]"
"r$442,52",1,"[['4', 1]]"
"r$443,69",1,"[['22', 1]]"
"r$445,88",1,"[['22', 1]]"
"r$449,27",1,"[['3', 1]]"
"r$450,00",1,"[['7', 1]]"
"r$453,24",1,"[['64', 1]]"
r$47,1,"[['2', 1]]"
"r$470,40",1,"[['75', 2]]"
"r$475,90",1,"[['75', 2]]"
"r$48,69",1,"[['2', 1]]"
r$49,1,"[['2', 1]]"
"r$499,00",1,"[['75', 1]]"
"r$499,16",1,"[['23', 2]]"
"r$499,90",1,"[['75', 2]]"
r$5,1,"[['22', 3]]"
"r$5,49",1,"[['20', 2]]"
"r$5.166,96",1,"[['64', 5]]"
"r$5.224,05",1,"[['64', 2]]"
"r$5.393,28",1,"[['60', 1]]"
"r$5.438,91",1,"[['64', 1]]"
"r$5.555,44",1,"[['60', 1]]"
"r$5.842,00",1,"[['60', 1]]"
r$50,3,"[['1', 1], ['2', 3], ['8', 2]]"
r$500,2,"[['2', 2], ['8', 2]]"
"r$51,44",1,"[['2', 1]]"
r$510,1,"[['2', 1]]"
"r$518,30",1,"[['75', 2]]"
"r$519,00",1,"[['75', 2]]"
"r$519,08",1,"[['22', 1]]"
"r$52,58",1,"[['22', 1]]"
"r$52,66",1,"[['22', 1]]"
"r$525,26",1,"[['75', 1]]"
"r$525,47",1,"[['22', 1]]"
"r$529,95",1,"[['60', 1]]"
"r$538,90",1,"[['75', 2]]"
"r$549,00",1,"[['60', 1]]"
"r$55,41",1,"[['21', 6]]"
"r$554,62",1,"[['23', 1]]"
"r$554,68",1,"[['22', 2]]"
"r$56,14",2,"[['68', 1], ['74', 1]]"
"r$563,09",1,"[['22', 1]]"
"r$564,21",1,"[['22', 1]]"
"r$576,35",1,"[['60', 1]]"
"r$579,90",1,"[['60', 1]]"
"r$582,36",2,"[['20', 1], ['24', 1]]"
r$59,1,"[['1', 1]]"
"r$59,00",2,"[['1', 1], ['2', 1]]"
"r$59,99",4,"[['3', 4], ['4', 4], ['7', 3], ['9', 1]]"
"r$590,01",1,"[['4', 1]]"
"r$592,90",1,"[['75', 3]]"
"r$599,01",1,"[['3', 1]]"
"r$599,90",1,"[['60', 1]]"
r$6,2,"[['22', 2], ['24', 1]]"
"r$6.189,99",1,"[['64', 2]]"
"r$60,96",1,"[['20', 1]]"
"r$600,00",1,"[['7', 1]]"
"r$600,70",1,"[['22', 2]]"
"r$609,00",2,"[['68', 1], ['74', 1]]"
"r$61,32",1,"[['70', 1]]"
"r$610,09",1,"[['23', 1]]"
"r$628,90",1,"[['75', 3]]"
r$63,1,"[['2', 1]]"
"r$636,74",1,"[['75', 1]]"
"r$637,88",1,"[['23', 1]]"
"r$640,00",2,"[['68', 2], ['74', 2]]"
"r$665,56",1,"[['23', 3]]"
"r$665,62",2,"[['23', 1], ['24', 1]]"
"r$671,90",1,"[['75', 2]]"
"r$673,68",2,"[['68', 2], ['74', 2]]"
"r$675,93",1,"[['22', 1]]"
"r$687,80",1,"[['22', 1]]"
"r$689,00",2,"[['70', 1], ['71', 1]]"
"r$689,90",1,"[['75', 2]]"
"r$699,00",4,"[['60', 1], ['70', 1], ['71', 1], ['75', 2]]"
"r$7,71",1,"[['22', 1]]"
"r$7,90",3,"[['3', 1], ['4', 1], ['7', 2]]"
"r$7.498,00",1,"[['64', 2]]"
"r$721,08",1,"[['24', 1]]"
"r$73,59",3,"[['3', 2], ['4', 1], ['7', 1]]"
"r$73,88",1,"[['9', 1]]"
"r$735,79",1,"[['70', 2]]"
"r$74,90",1,"[['60', 1]]"
"r$744,76",1,"[['22', 1]]"
"r$748,76",1,"[['23', 1]]"
"r$749,00",1,"[['75', 2]]"
"r$770,00",1,"[['75', 3]]"
"r$776,50",2,"[['20', 1], ['24', 1]]"
r$779,1,"[['2', 1]]"
r$78,1,"[['2', 1]]"
"r$78,00",3,"[['3', 1], ['4', 1], ['7', 1]]"
"r$78,99",1,"[['22', 1]]"
"r$788,77",1,"[['22', 1]]"
r$79,1,"[['2', 2]]"
r$799,1,"[['2', 2]]"
r$8,3,"[['20', 1], ['22', 1], ['24', 2]]"
"r$80,05",1,"[['9', 1]]"
"r$81,49",1,"[['69', 1]]"
"r$819,99",1,"[['22', 1]]"
"r$826,39",1,"[['22', 1]]"
"r$826,86",1,"[['23', 1]]"
"r$828,90",2,"[['70', 1], ['71', 1]]"
"r$83,15",1,"[['2', 1]]"
"r$832,02",1,"[['24', 2]]"
r$84,1,"[['2', 1]]"
"r$84,90",3,"[['3', 1], ['4', 1], ['7', 1]]"
"r$841,23",1,"[['2', 1]]"
"r$849,00",1,"[['2', 1]]"
"r$86,53",1,"[['71', 1]]"
"r$879,00",2,"[['70', 1], ['71', 1]]"
"r$885,00",1,"[['4', 1]]"
"r$89,90",1,"[['8', 1]]"
"r$898,50",1,"[['3', 1]]"
r$899,2,"[['2', 1], ['8', 1]]"
"r$899,00",1,"[['8', 1]]"
"r$899,90",1,"[['60', 1]]"
"r$9,57",1,"[['8', 1]]"
"r$900,00",1,"[['7', 1]]"
r$902,1,"[['2', 1]]"
"r$914,95",1,"[['22', 1]]"
"r$929,00",1,"[['69', 2]]"
"r$929,29",1,"[['60', 1]]"
"r$937,19",2,"[['20', 1], ['23', 1]]"
"r$942,90",1,"[['22', 1]]"
"r$970,00",1,"[['2', 1]]"
"r$970,64",1,"[['23', 1]]"
"r$970,69",2,"[['22', 1], ['24', 3]]"
"r$977,89",1,"[['69', 1]]"
"r$98,00",3,"[['3', 1], ['4', 1], ['7', 1]]"
"r$98,54",1,"[['9', 1]]"
"r$986,48",2,"[['70', 1], ['71', 1]]"
r$989,1,"[['2', 1]]"
r$99,1,"[['8', 1]]"
"r$998,37",3,"[['20', 4], ['22', 1], ['23', 1]]"
r$999,1,"[['2', 1]]"
"r$999,00",2,"[['2', 1], ['8', 2]]"
"r$r$1.769,99",1,"[['4', 2]]"
"r$r$1.796,99",1,"[['3', 2]]"
"r$r$1.800,00",1,"[['7', 2]]"
r$r$ir,1,"[['8', 1]]"
racao,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
rachei,1,"[['22', 1]]"
racks,1,"[['43', 1]]"
radio,4,"[['11', 1], ['16', 1], ['18', 1], ['24', 1]]"
rafael,1,"[['4', 1]]"
rainbow,2,"[['1', 1], ['60', 1]]"
ranking,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
rapida,7,"[['2', 84], ['3', 3], ['10', 2], ['11', 3], ['15', 3], ['16', 2], ['18', 3]]"
rapidamente,3,"[['3', 1], ['4', 1], ['7', 1]]"
rapidez,1,"[['3', 1]]"
rapido,9,"[['1', 1], ['2', 1], ['3', 8], ['4', 6], ['7', 7], ['11', 1], ['15', 1], ['18', 1], ['64', 2]]"
rapido.,2,"[['3', 1], ['7', 2]]"
raro,2,"[['3', 1], ['22', 1]]"
rastreamento,6,"[['11', 2], ['15', 2], ['16', 2], ['18', 2], ['21', 1], ['23', 1]]"
rated,2,"[['21', 2], ['23', 2]]"
rato,1,"[['3', 1]]"
ray,7,"[['1', 3], ['2', 1], ['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2]]"
rca,1,"[['43', 1]]"
reader,1,"[['23', 1]]"
readers,1,"[['43', 2]]"
ready,2,"[['21', 1], ['24', 1]]"
reais,1,"[['3', 1]]"
real,1,"[['22', 1]]"
realidade,1,"[['2', 1]]"
realizacao,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
realizar,1,"[['75', 1]]"
realize,1,"[['75', 1]]"
really,1,"[['24', 1]]"
realmente,2,"[['4', 1], ['7', 2]]"
rear,2,"[['22', 1], ['24', 2]]"
reason,1,"[['9', 1]]"
recarga,2,"[['3', 1], ['43', 1]]"
receba,13,"[['2', 11], ['8', 16], ['21', 1], ['23', 1], ['24', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
recebemos,1,"[['23', 1]]"
receber,8,"[['4', 2], ['10', 1], ['11', 3], ['15', 3], ['16', 3], ['18', 3], ['21', 2], ['23', 1]]"
receberem,4,"[['3', 7], ['4', 7], ['7', 7], ['9', 7]]"
recebermos,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
recebeu.,4,"[['3', 3], ['4', 3], ['7', 3], ['9', 3]]"
recebi,2,"[['3', 1], ['7', 2]]"
recebimento,4,"[['3', 35], ['4', 35], ['7', 35], ['9', 35]]"
recebimento.,4,"[['3', 13], ['4', 13], ['7', 13], ['9', 13]]"
receive,4,"[['11', 6], ['15', 6], ['16', 6], ['18', 6]]"
received,1,"[['21', 1]]"
recente,5,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['69', 1]]"
recentemente,5,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
recentemente.,1,"[['24', 1]]"
recentes,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
recently.,1,"[['10', 1]]"
recognition,1,"[['24', 2]]"
recomendable,1,"[['9', 1]]"
recomendacao,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
recomendacoes,1,"[['10', 1]]"
recomendado,1,"[['2', 1]]"
recomendados,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 1]]"
recomendo,1,"[['3', 8]]"
recomiendo,1,"[['3', 1]]"
recondicionado,4,"[['21', 88], ['22', 19], ['23', 88], ['24', 1]]"
reconhece,1,"[['3', 1]]"
reconhecida,1,"[['3', 1]]"
reconhecimento,1,"[['75', 1]]"
recording,1,"[['24', 2]]"
recuperavel.,2,"[['21', 1], ['23', 1]]"
recursos,2,"[['1', 1], ['18', 1]]"
red,2,"[['22', 6], ['60', 1]]"
rede,8,"[['11', 3], ['15', 3], ['16', 3], ['18', 3], ['22', 1], ['44', 2], ['45', 2], ['46', 2]]"
redes,2,"[['10', 1], ['43', 1]]"
redimensionados,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
redmi,5,"[['2', 29], ['3', 3], ['4', 2], ['7', 2], ['11', 5]]"
redragon,1,"[['60', 1]]"
reembolsados,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
reembolso,5,"[['3', 13], ['4', 13], ['7', 13], ['9', 13], ['21', 2]]"
reembolsos,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
refere,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
referencia,1,"[['4', 1]]"
refine,1,"[['22', 1]]"
reforma,1,"[['20', 1]]"
refrigerador,1,"[['43', 1]]"
regiao,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 1]]"
region,1,"[['21', 1]]"
registrada,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
registre,1,"[['10', 2]]"
regras,4,"[['3', 3], ['4', 3], ['7', 3], ['9', 3]]"
regulamentos,1,"[['43', 1]]"
reino,12,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 5], ['11', 1], ['15', 2], ['18', 1], ['21', 1], ['23', 1]]"
reivindicacao,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
rejeitados.,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
relacao,1,"[['15', 1]]"
relacionada,1,"[['24', 1]]"
relacionados,1,"[['23', 1]]"
relacoes,1,"[['20', 1]]"
relampago,1,"[['1', 1]]"
relevantes,2,"[['23', 1], ['24', 1]]"
reliable,1,"[['23', 1]]"
reliant,1,"[['8', 1]]"
relogio,1,"[['2', 3]]"
relogios,9,"[['1', 1], ['3', 1], ['4', 1], ['7', 1], ['9', 1], ['10', 1], ['20', 3], ['22', 3], ['43', 2]]"
relutei,1,"[['4', 1]]"
remessa,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
removal,1,"[['21', 1]]"
remover,9,"[['22', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
removida.,1,"[['23', 1]]"
removido.,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
removivel,1,"[['18', 1]]"
renome,1,"[['1', 1]]"
repetidor,1,"[['43', 1]]"
repleto,1,"[['64', 1]]"
reply,1,"[['10', 1]]"
republica,3,"[['15', 1], ['21', 5], ['23', 5]]"
reputable,1,"[['9', 1]]"
requerido,1,"[['9', 1]]"
requerir,1,"[['9', 1]]"
requisitos,4,"[['3', 13], ['4', 13], ['7', 13], ['9', 13]]"
resenha,2,"[['23', 3], ['24', 1]]"
resenhas,3,"[['4', 1], ['23', 4], ['24', 2]]"
reservados.,14,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1], ['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
resgate,1,"[['1', 1]]"
reside,2,"[['21', 1], ['23', 1]]"
resistance,2,"[['9', 1], ['22', 1]]"
resistant,2,"[['22', 1], ['24', 2]]"
resistencia,1,"[['7', 2]]"
resistente,1,"[['2', 1]]"
resolucao,7,"[['3', 7], ['8', 1], ['11', 2], ['15', 2], ['16', 3], ['18', 2], ['70', 1]]"
resolution,3,"[['21', 1], ['23', 2], ['24', 1]]"
resolva,3,"[['44', 1], ['45', 1], ['46', 1]]"
resolve,1,"[['4', 1]]"
resolvido,3,"[['3', 2], ['4', 2], ['7', 2]]"
respaldado,2,"[['21', 1], ['23', 1]]"
responde,2,"[['3', 2], ['4', 1]]"
responder,1,"[['70', 1]]"
respondera,4,"[['3', 30], ['4', 30], ['7', 30], ['9', 30]]"
respondida,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
respondidas,6,"[['3', 1], ['4', 1], ['7', 1], ['11', 1], ['16', 1], ['18', 1]]"
responsabilidade,2,"[['21', 2], ['23', 2]]"
responsaveis,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
responsavel,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
respostas,9,"[['3', 5], ['4', 5], ['7', 5], ['9', 5], ['11', 1], ['15', 2], ['16', 1], ['18', 1], ['20', 1]]"
ressalvas,1,"[['3', 1]]"
resta,1,"[['22', 2]]"
restam,6,"[['60', 18], ['68', 1], ['69', 1], ['70', 1], ['74', 1], ['75', 1]]"
restaurante,1,"[['20', 1]]"
resto,1,"[['3', 1]]"
resultados,4,"[['2', 2], ['8', 2], ['22', 2], ['69', 1]]"
resultante,2,"[['21', 1], ['23', 1]]"
resultante.,2,"[['21', 1], ['23', 1]]"
resultantes,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
resumo,5,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
retina,1,"[['24', 1]]"
retrato,1,"[['18', 1]]"
retratos,3,"[['68', 1], ['69', 1], ['74', 1]]"
return,5,"[['11', 3], ['15', 3], ['16', 3], ['18', 3], ['23', 1]]"
reuniao,2,"[['21', 2], ['23', 2]]"
reunimos,1,"[['64', 1]]"
rev220,1,"[['60', 2]]"
reverso,1,"[['11', 1]]"
revisao,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
revisoes,2,"[['21', 1], ['23', 1]]"
revoluciona,1,"[['69', 1]]"
rgb,1,"[['60', 4]]"
rhafael,1,"[['7', 2]]"
rica,2,"[['21', 2], ['23', 2]]"
richard,1,"[['9', 1]]"
ridiculos,1,"[['9', 1]]"
ring,1,"[['22', 1]]"
riscos,1,"[['4', 1]]"
rms,1,"[['2', 1]]"
robo,2,"[['10', 1], ['60', 1]]"
robo.,3,"[['44', 1], ['45', 1], ['46', 1]]"
roda,3,"[['3', 2], ['4', 1], ['60', 1]]"
rodar,1,"[['3', 1]]"
rogue,1,"[['22', 1]]"
rom,8,"[['2', 10], ['3', 5], ['4', 6], ['7', 5], ['11', 4], ['15', 2], ['16', 4], ['18', 2]]"
rom.very,1,"[['23', 1]]"
romanche,1,"[['18', 1]]"
romenia,3,"[['15', 1], ['21', 2], ['23', 2]]"
romeno,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
ronilson,1,"[['7', 2]]"
rosa,3,"[['2', 1], ['8', 1], ['9', 1]]"
rose,1,"[['22', 2]]"
roteador,1,"[['43', 1]]"
rotina,1,"[['1', 1]]"
roubo,11,"[['3', 5], ['4', 5], ['7', 5], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
roupa,1,"[['10', 1]]"
roupas,10,"[['1', 2], ['2', 1], ['3', 5], ['4', 5], ['7', 5], ['8', 1], ['9', 5], ['10', 1], ['20', 2], ['43', 2]]"
roupeiros,1,"[['43', 1]]"
roxo,2,"[['2', 1], ['22', 1]]"
rpw,1,"[['8', 1]]"
rua,9,"[['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
rugged,1,"[['9', 1]]"
ruim...,1,"[['3', 1]]"
russo,6,"[['11', 2], ['15', 2], ['16', 1], ['18', 2], ['21', 1], ['23', 1]]"
ryzen,1,"[['60', 1]]"
s...,3,"[['3', 1], ['4', 1], ['7', 1]]"
s10,5,"[['8', 2], ['9', 16], ['21', 31], ['23', 1], ['24', 2]]"
s10.,1,"[['9', 1]]"
s10e,2,"[['9', 1], ['23', 2]]"
s118,1,"[['60', 1]]"
s20,5,"[['8', 1], ['9', 4], ['21', 1], ['43', 1], ['64', 4]]"
s20.,1,"[['64', 1]]"
s21,2,"[['8', 1], ['43', 2]]"
s5k3p3,1,"[['18', 1]]"
saara,2,"[['21', 1], ['23', 1]]"
sabado,13,"[['8', 7], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
saber,4,"[['9', 1], ['21', 1], ['23', 1], ['71', 1]]"
sac,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
sacola,1,"[['43', 1]]"
sacolas,1,"[['20', 1]]"
sai,3,"[['3', 1], ['7', 1], ['64', 1]]"
saiba,9,"[['1', 2], ['3', 5], ['4', 5], ['7', 5], ['9', 1], ['20', 3], ['21', 8], ['23', 8], ['43', 2]]"
saidas,1,"[['2', 1]]"
saint,2,"[['21', 2], ['23', 2]]"
sair,1,"[['4', 1]]"
saiu,1,"[['4', 1]]"
sala,1,"[['20', 1]]"
saldao,1,"[['43', 1]]"
sale,1,"[['24', 1]]"
salgado,1,"[['7', 1]]"
salido,1,"[['3', 1]]"
salvar,2,"[['21', 2], ['23', 2]]"
salvas,5,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
salvos,5,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
salvou,4,"[['3', 6], ['4', 6], ['7', 6], ['9', 6]]"
samsung,11,"[['2', 5], ['3', 1], ['8', 27], ['9', 26], ['20', 2], ['21', 37], ['23', 8], ['24', 4], ['43', 3], ['60', 1], ['64', 5]]"
sandisk,1,"[['2', 1]]"
santa,3,"[['21', 2], ['23', 2], ['43', 1]]"
santos,1,"[['3', 2]]"
sao,21,"[['1', 1], ['2', 1], ['3', 5], ['4', 3], ['7', 5], ['8', 1], ['9', 2], ['11', 2], ['15', 2], ['16', 2], ['18', 2], ['21', 6], ['23', 7], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 2]]"
sapatos,1,"[['10', 1]]"
saphire,1,"[['69', 2]]"
satisfatoria,1,"[['4', 1]]"
satisfeito,1,"[['3', 1]]"
saturacao,1,"[['3', 1]]"
saude,10,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['10', 1], ['20', 6], ['43', 2]]"
saudita,6,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['23', 1]]"
save,1,"[['9', 1]]"
saved,1,"[['9', 1]]"
saves,1,"[['9', 1]]"
savvy,1,"[['9', 1]]"
sb160,1,"[['60', 1]]"
scalon,1,"[['7', 1]]"
scalzer,1,"[['3', 1]]"
scan,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
schauen,1,"[['3', 1]]"
schnell,1,"[['3', 1]]"
schwarz,1,"[['22', 3]]"
scrapes,1,"[['24', 1]]"
scratches,2,"[['23', 1], ['24', 1]]"
screen,5,"[['9', 1], ['21', 1], ['22', 2], ['23', 6], ['24', 3]]"
screen.,1,"[['23', 2]]"
screens,1,"[['9', 1]]"
seagate,1,"[['60', 1]]"
sealed,1,"[['23', 1]]"
sean,1,"[['9', 1]]"
search,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
seca,1,"[['43', 1]]"
secao,1,"[['8', 1]]"
second,1,"[['23', 1]]"
secundaria,1,"[['16', 1]]"
secured,5,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
see,3,"[['21', 2], ['23', 1], ['24', 1]]"
seeing,1,"[['9', 1]]"
segue,4,"[['3', 3], ['4', 3], ['7', 3], ['9', 3]]"
seguintes,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
segunda,12,"[['3', 1], ['7', 2], ['8', 1], ['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
segura,12,"[['3', 4], ['4', 4], ['7', 4], ['9', 2], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
segurado,3,"[['3', 2], ['4', 2], ['7', 2]]"
seguranca,26,"[['3', 5], ['4', 5], ['7', 5], ['9', 2], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 3], ['21', 1], ['22', 1], ['23', 1], ['24', 1], ['43', 2], ['44', 1], ['45', 1], ['46', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
segurar,2,"[['68', 1], ['74', 1]]"
seguro,9,"[['3', 6], ['4', 6], ['7', 6], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 1]]"
seguro.,1,"[['75', 1]]"
seguros,3,"[['3', 2], ['4', 2], ['7', 2]]"
sehr,1,"[['3', 1]]"
seicheles,2,"[['21', 1], ['23', 1]]"
